name_en,desc_en,name_ru,desc_ru,name_th,desc_th,name_zh,desc_zh,name_ar,desc_ar,id_external,published,section,price_1,price_1_calorie,price_1_desc_en,price_1_desc_ru,price_1_desc_th,price_1_desc_zh,is_snooze,food_color_code,is_new,is_signature,is_chefs_special,is_must_try,is_best_seller,is_our_favorite,is_healthy,preparation_time,stock
"Luxardo Limoncello","","Люксардо Лимончелло","","ลูซาร์โด ลิมอนเชลโล","","乐扎多柠檬酒","","لوكساردو ليمونتشيلو","","","Yes","Liqueurs","360","","","","","","","","","","","","","","","",""
"Stranger & Sons Gin","From India","Stranger & Sons Gin","Из Индии","สเตรนเจอร์ แอนด์ ซันส์ จิน","จากอินเดีย","Stranger & Sons 金酒","产自印度","سترينجر آند صنز جن","من الهند","","Yes","Premium Gin","495","","","","","","","","","","","","","","","",""
"Hendrick's Gin","From Scotland","Hendrick's Gin","Из Шотландии","เฮนดริกส์ จิน","จากสกอตแลนด์","亨利爵士金酒","产自苏格兰","هندريكس جن","من اسكتلندا","","Yes","Premium Gin","495","","","","","","","","","","","","","","","",""
"Tanqueray Gin","From England","Tanqueray Gin","Из Англии","แทนเคอเรย์ จิน","จากอังกฤษ","添加利金酒","产自英格兰","تانكوراي جن","من إنجلترا","","Yes","Premium Gin","460","","","","","","","","","","","","","","","",""
"Saneha Gin","From Thailand","Saneha Gin","Из Таиланда","เสน่หา จิน","จากประเทศไทย","Saneha 金酒","产自泰国","سانيها جن","من تايلاند","","Yes","Premium Gin","460","","","","","","","","","","","","","","","",""
"Iron Ball Gin","From Thailand","Iron Ball Gin","Из Таиланда","ไอรอนบอล จิน","จากประเทศไทย","Iron Ball 金酒","产自泰国","آيرون بول جن","من تايلاند","","Yes","Premium Gin","495","","","","","","","","","","","","","","","",""
"Bombay Sapphire Gin","From England","Bombay Sapphire Gin","Из Англии","บอมเบย์ แซฟไฟร์ จิน","จากอังกฤษ","孟买蓝宝石金酒","产自英格兰","بومباي سافير جن","من إنجلترا","","Yes","Premium Gin","460","","","","","","","","","","","","","","","",""
"Gordon's Gin","From England","Gordon's Gin","Из Англии","กอร์ดอนส์ จิน","จากอังกฤษ","哥顿金酒","产自英格兰","غوردنز جن","من إنجلترا","","Yes","Premium Gin","440","","","","","","","","","","","","","","","",""
"Mai Tai","White rum, Dark rum, Orange curaçao, Orange juice, Pineapple juice, Lime juice, Grenadine syrup","Май Тай","Белый и тёмный ром, апельсиновый кюрасао, апельсиновый и ананасовый сок, сок лайма, сироп гренадин","ไมไท","ไวท์รัม ดาร์กรัม ออเรนจ์คูราเซา น้ำส้ม น้ำสับปะรด น้ำมะนาว ไซรัปเกรนาดีน","迈泰","白朗姆、黑朗姆、橙皮酒、橙汁、菠萝汁、青柠汁、红石榴糖浆","ماي تاي","روم أبيض وداكن، كوراساو برتقال، عصير برتقال وأناناس، عصير ليمون، شراب الرمان","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Pina Colada","White rum, Coconut liqueur, Pineapple juice, Coconut cream, Simple syrup","Пина Колада","Белый ром, кокосовый ликёр, ананасовый сок, кокосовые сливки, сахарный сироп","ปิญ่า โคลาด้า","ไวท์รัม ลิเคียวมะพร้าว น้ำสับปะรด ครีมมะพร้าว ไซรัป","椰林飘香","白朗姆、椰子利口酒、菠萝汁、椰浆、糖浆","بينا كولادا","روم أبيض، ليكيور جوز الهند، عصير أناناس، كريمة جوز الهند، شراب السكر","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Long Island Iced Tea","Gin, Vodka, White rum, Tequila, Triple sec, Lime juice, Simple syrup, Top Coke","Лонг Айленд Айс Ти","Джин, водка, белый ром, текила, трипл сек, сок лайма, сироп, кола","ลองไอส์แลนด์ ไอซ์ที","จิน วอดก้า ไวท์รัม เตกีล่า ทริปเปิลเซค น้ำมะนาว ไซรัป ท็อปโค้ก","长岛冰茶","金酒、伏特加、白朗姆、龙舌兰、橙皮酒、青柠汁、糖浆、可乐","لونغ آيلاند آيس تي","جن، فودكا، روم أبيض، تكيلا، تريبل سيك، عصير ليمون، شراب السكر، كولا","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Caipiroska","Vodka, Fresh lime, Lime juice, Brown sugar, Simple syrup","Кайпироска","Водка, свежий лайм, сок лайма, тростниковый сахар, сироп","ไคปิรอสก้า","วอดก้า มะนาวสด น้ำมะนาว น้ำตาลทรายแดง ไซรัป","卡琵洛斯卡","伏特加、鲜青柠、青柠汁、黄糖、糖浆","كايبيروسكا","فودكا، ليمون طازج، عصير ليمون، سكر بني، شراب السكر","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Sex on the Beach","Vodka, Peach liqueur, Orange juice, Cranberry juice, Simple syrup, Lime juice","Секс он зе Бич","Водка, персиковый ликёр, апельсиновый и клюквенный сок, сироп, сок лайма","เซ็กซ์ ออน เดอะ บีช","วอดก้า ลิเคียวพีช น้ำส้ม น้ำแครนเบอร์รี ไซรัป น้ำมะนาว","性感沙滩","伏特加、桃子利口酒、橙汁、蔓越莓汁、糖浆、青柠汁","سكس أون ذا بيتش","فودكا، ليكيور الخوخ، عصير برتقال وتوت بري، شراب السكر، عصير ليمون","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Electric Iced Tea","Gin, White rum, Vodka, Tequila, Blue curaçao, Lime juice, Roselle syrup","Электрик Айс Ти","Джин, белый ром, водка, текила, блю кюрасао, сок лайма, сироп розеллы","อิเล็กทริก ไอซ์ที","จิน ไวท์รัม วอดก้า เตกีล่า บลูคูราเซา น้ำมะนาว ไซรัปกระเจี๊ยบ","电光冰茶","金酒、白朗姆、伏特加、龙舌兰、蓝橙酒、青柠汁、洛神花糖浆","إلكتريك آيس تي","جن، روم أبيض، فودكا، تكيلا، بلو كوراساو، عصير ليمون، شراب الكركديه","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Mojito","White rum, Lime juice, Fresh lime, Mint leaf, Brown sugar, Simple syrup, Top Soda","Мохито","Белый ром, сок лайма, свежий лайм, мята, тростниковый сахар, сироп, содовая","โมฮิโต้","ไวท์รัม น้ำมะนาว มะนาวสด ใบมิ้นต์ น้ำตาลทรายแดง ไซรัป ท็อปโซดา","莫吉托","白朗姆、青柠汁、鲜青柠、薄荷叶、黄糖、糖浆、苏打水","موهيتو","روم أبيض، عصير ليمون، ليمون طازج، نعناع، سكر بني، شراب السكر، صودا","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Watermelon Gin","Gin, Lime juice, Mint leaf, Fresh watermelon, Watermelon syrup, Soda","Ватермелон Джин","Джин, сок лайма, мята, свежий арбуз, арбузный сироп, содовая","วอเตอร์เมลอน จิน","จิน น้ำมะนาว ใบมิ้นต์ แตงโมสด ไซรัปแตงโม โซดา","西瓜金酒","金酒、青柠汁、薄荷叶、鲜西瓜、西瓜糖浆、苏打水","ووترميلون جن","جن، عصير ليمون، نعناع، بطيخ طازج، شراب البطيخ، صودا","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Blue Moon","Gin, Blue curaçao, Pineapple juice, Lime juice, Simple syrup","Блю Мун","Джин, блю кюрасао, ананасовый сок, сок лайма, сироп","บลูมูน","จิน บลูคูราเซา น้ำสับปะรด น้ำมะนาว ไซรัป","蓝月亮","金酒、蓝橙酒、菠萝汁、青柠汁、糖浆","بلو مون","جن، بلو كوراساو، عصير أناناس، عصير ليمون، شراب السكر","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Caipirinha","White rum, Lime juice, Fresh lime, Brown sugar, Simple syrup","Кайпиринья","Белый ром, сок лайма, свежий лайм, тростниковый сахар, сироп","ไคปิริญ่า","ไวท์รัม น้ำมะนาว มะนาวสด น้ำตาลทรายแดง ไซรัป","卡琵莉亚","白朗姆、青柠汁、鲜青柠、黄糖、糖浆","كايبيرينيا","روم أبيض، عصير ليمون، ليمون طازج، سكر بني، شراب السكر","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Singapore Sling","Gin, Cherry liqueur, D.O.M. Bénédictine, Pineapple juice, Lime juice, Grenadine syrup, Soda","Сингапур Слинг","Джин, вишнёвый ликёр, Бенедиктин, ананасовый сок, сок лайма, гренадин, содовая","สิงคโปร์ สลิง","จิน ลิเคียวเชอร์รี ดอมเบเนดิกทีน น้ำสับปะรด น้ำมะนาว ไซรัปเกรนาดีน โซดา","新加坡司令","金酒、樱桃利口酒、廊酒、菠萝汁、青柠汁、红石榴糖浆、苏打水","سنغافورة سلينغ","جن، ليكيور الكرز، بينيديكتين، عصير أناناس، عصير ليمون، شراب الرمان، صودا","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Sexy Lady","White rum, Orange juice, Lime juice, Simple syrup","Секси Леди","Белый ром, апельсиновый сок, сок лайма, сироп","เซ็กซี่ เลดี้","ไวท์รัม น้ำส้ม น้ำมะนาว ไซรัป","性感女郎","白朗姆、橙汁、青柠汁、糖浆","سيكسي ليدي","روم أبيض، عصير برتقال، عصير ليمون، شراب السكر","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Daiquiri","White rum, Triple sec, Lime juice, Simple syrup","Дайкири","Белый ром, трипл сек, сок лайма, сироп","ไดกิรี่","ไวท์รัม ทริปเปิลเซค น้ำมะนาว ไซรัป","戴吉利","白朗姆、橙皮酒、青柠汁、糖浆","دايكيري","روم أبيض، تريبل سيك، عصير ليمون، شراب السكر","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Cosmopolitan","Vodka, Triple sec, Cranberry juice, Lime juice","Космополитен","Водка, трипл сек, клюквенный сок, сок лайма","คอสโมโพลิแทน","วอดก้า ทริปเปิลเซค น้ำแครนเบอร์รี น้ำมะนาว","大都会","伏特加、橙皮酒、蔓越莓汁、青柠汁","كوزموبوليتان","فودكا، تريبل سيك، عصير التوت البري، عصير ليمون","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Electric Gatorade","Gin, White rum, Triple sec, Blue curaçao, Lime juice, Simple syrup","Электрик Гаторейд","Джин, белый ром, трипл сек, блю кюрасао, сок лайма, сироп","อิเล็กทริก เกเตอเรด","จิน ไวท์รัม ทริปเปิลเซค บลูคูราเซา น้ำมะนาว ไซรัป","电光佳得乐","金酒、白朗姆、橙皮酒、蓝橙酒、青柠汁、糖浆","إلكتريك غاتوريد","جن، روم أبيض، تريبل سيك، بلو كوراساو، عصير ليمون، شراب السكر","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Margarita","Tequila, Triple sec, Lime juice, Simple syrup","Маргарита","Текила, трипл сек, сок лайма, сироп","มาร์การิต้า","เตกีล่า ทริปเปิลเซค น้ำมะนาว ไซรัป","玛格丽特","龙舌兰、橙皮酒、青柠汁、糖浆","مارغريتا","تكيلا، تريبل سيك، عصير ليمون، شراب السكر","","Yes","Cocktails","390","","","","","","","","","","","","","","","",""
"Aperol Spritz","Aperol, Sparkling Wine, Soda Water","Апероль Шприц","Апероль, игристое вино, содовая","อาเปอรอล สปริตซ์","อาเปอรอล สปาร์กลิงไวน์ โซดา","阿佩罗气泡饮","阿佩罗、气泡酒、苏打水","أبيرول سبريتز","أبيرول، نبيذ فوار، صودا","","Yes","Premium Cocktails","490","","","","","","","","","","","","","","","",""
"Old Fashioned","Bourbon Whiskey, Sugar Cube, Bitter, Orange Twist","Олд Фэшнд","Бурбон, кусочек сахара, биттер, цедра апельсина","โอลด์ แฟชั่น","เบอร์เบินวิสกี้ น้ำตาลก้อน บิตเตอร์ ผิวส้ม","古典鸡尾酒","波本威士忌、方糖、苦精、橙皮","أولد فاشن","ويسكي بوربون، مكعب سكر، بيترز، قشر برتقال","","Yes","Premium Cocktails","490","","","","","","","","","","","","","","","",""
"Negroni","Tanqueray Gin, Campari, Sweet Vermouth","Негрони","Джин Tanqueray, Кампари, сладкий вермут","เนโกรนี","แทนเคอเรย์จิน คัมปารี สวีทเวอร์มุต","尼格罗尼","添加利金酒、金巴利、甜味美思","نيغروني","جن تانكوراي، كامباري، فيرموت حلو","","Yes","Premium Cocktails","490","","","","","","","","","","","","","","","",""
"Classic Martini","Absolut Vodka, Dry Vermouth, Olive or Lemon Twist","Классический Мартини","Водка Absolut, сухой вермут, оливка или цедра лимона","คลาสสิก มาร์ตินี่","แอบโซลูทวอดก้า ดรายเวอร์มุต มะกอกหรือผิวเลมอน","经典马天尼","绝对伏特加、干味美思、橄榄或柠檬皮","مارتيني كلاسيكي","فودكا أبسولوت، فيرموت جاف، زيتون أو قشر ليمون","","Yes","Premium Cocktails","490","","","","","","","","","","","","","","","",""
"Dry Martini","Tanqueray Gin, Dry Vermouth, Olive or Lemon Twist","Драй Мартини","Джин Tanqueray, сухой вермут, оливка или цедра лимона","ดราย มาร์ตินี่","แทนเคอเรย์จิน ดรายเวอร์มุต มะกอกหรือผิวเลมอน","干马天尼","添加利金酒、干味美思、橄榄或柠檬皮","دراي مارتيني","جن تانكوراي، فيرموت جاف، زيتون أو قشر ليمون","","Yes","Premium Cocktails","490","","","","","","","","","","","","","","","",""
"Mimosa","Sparkling Wine, Orange Juice","Мимоза","Игристое вино, апельсиновый сок","มิโมซ่า","สปาร์กลิงไวน์ น้ำส้ม","含羞草","气泡酒、橙汁","ميموزا","نبيذ فوار، عصير برتقال","","Yes","Premium Cocktails","490","","","","","","","","","","","","","","","",""
"Mango Bellini","Sparkling Wine, Mango Puree","Манго Беллини","Игристое вино, пюре манго","แมงโก้ เบลลินี","สปาร์กลิงไวน์ เพียวเร่มะม่วง","芒果贝里尼","气泡酒、芒果泥","مانجو بيليني","نبيذ فوار، مهروس المانجو","","Yes","Premium Cocktails","490","","","","","","","","","","","","","","","",""
"Kir Royale","Sparkling Wine, Crème de Cassis","Кир Рояль","Игристое вино, крем-де-кассис","เคียร์ รอยัล","สปาร์กลิงไวน์ เครมเดอคาสซิส","皇家基尔","气泡酒、黑醋栗利口酒","كير رويال","نبيذ فوار، كريم دو كاسيس","","Yes","Premium Cocktails","490","","","","","","","","","","","","","","","",""
"Black Coffee","","Чёрный кофе","","กาแฟดำ","","黑咖啡","","قهوة سوداء","","","Yes","Hot Coffee","200","","","","","","","","","","","","","","","",""
"Espresso","","Эспрессо","","เอสเปรสโซ","","浓缩咖啡","","إسبريسو","","","Yes","Hot Coffee","200","","","","","","","","","","","","","","","",""
"Americano","","Американо","","อเมริกาโน","","美式咖啡","","أمريكانو","","","Yes","Hot Coffee","200","","","","","","","","","","","","","","","",""
"Cappuccino","","Капучино","","คาปูชิโน","","卡布奇诺","","كابتشينو","","","Yes","Hot Coffee","250","","","","","","","","","","","","","","","",""
"Latte","","Латте","","ลาเต้","","拿铁","","لاتيه","","","Yes","Hot Coffee","250","","","","","","","","","","","","","","","",""
"Mocha","","Мокко","","มอคค่า","","摩卡","","موكا","","","Yes","Hot Coffee","250","","","","","","","","","","","","","","","",""
"Chocolate","","Шоколад","","ช็อกโกแลต","","巧克力","","شوكولاتة","","","Yes","Hot Coffee","250","","","","","","","","","","","","","","","",""
"Iced Black Coffee","","Холодный чёрный кофе","","กาแฟดำเย็น","","冰黑咖啡","","قهوة سوداء مثلجة","","","Yes","Iced Coffee","170","","","","","","","","","","","","","","","",""
"Iced Espresso","","Холодный эспрессо","","เอสเปรสโซเย็น","","冰浓缩咖啡","","إسبريسو مثلج","","","Yes","Iced Coffee","170","","","","","","","","","","","","","","","",""
"Iced Americano","","Холодный американо","","อเมริกาโนเย็น","","冰美式","","أمريكانو مثلج","","","Yes","Iced Coffee","170","","","","","","","","","","","","","","","",""
"Iced Cappuccino","","Холодный капучино","","คาปูชิโนเย็น","","冰卡布奇诺","","كابتشينو مثلج","","","Yes","Iced Coffee","190","","","","","","","","","","","","","","","",""
"Iced Latte","","Холодный латте","","ลาเต้เย็น","","冰拿铁","","لاتيه مثلج","","","Yes","Iced Coffee","230","","","","","","","","","","","","","","","",""
"Iced Mocha","","Холодный мокко","","มอคค่าเย็น","","冰摩卡","","موكا مثلجة","","","Yes","Iced Coffee","230","","","","","","","","","","","","","","","",""
"Iced Chocolate","","Холодный шоколад","","ช็อกโกแลตเย็น","","冰巧克力","","شوكولاتة مثلجة","","","Yes","Iced Coffee","230","","","","","","","","","","","","","","","",""
"English Tea","","Английский чай","","ชาอังกฤษ","","英式红茶","","شاي إنجليزي","","","Yes","Tea","150","","","","","","","","","","","","","","","",""
"Green Tea","","Зелёный чай","","ชาเขียว","","绿茶","","شاي أخضر","","","Yes","Tea","150","","","","","","","","","","","","","","","",""
"Earl Grey Tea","","Эрл Грей","","ชาเอิร์ลเกรย์","","伯爵茶","","شاي إيرل غراي","","","Yes","Tea","150","","","","","","","","","","","","","","","",""
"Mixed Berry Tea","","Ягодный чай","","ชามิกซ์เบอร์รี","","混合莓果茶","","شاي التوت المشكل","","","Yes","Tea","150","","","","","","","","","","","","","","","",""
"Chamomile Tea","","Ромашковый чай","","ชาคาโมมายล์","","洋甘菊茶","","شاي البابونج","","","Yes","Tea","150","","","","","","","","","","","","","","","",""
"Soda","","Содовая","","โซดา","","苏打水","","صودا","","","Yes","Soft Drinks","120","","","","","","","","","","","","","","","",""
"Lipton (Can)","","Липтон (банка)","","ลิปตัน (กระป๋อง)","","立顿(罐装)","","ليبتون (علبة)","","","Yes","Soft Drinks","120","","","","","","","","","","","","","","","",""
"San Pellegrino Premium Italian Tonic","","Сан Пеллегрино тоник","","ซาน เพลเลกริโน โทนิคอิตาลี","","圣培露意大利汤力水","","سان بيليجرينو تونيك إيطالي","","","Yes","Soft Drinks","170","","","","","","","","","","","","","","","",""
"Sai Yok Still (500ml)","","Сай Йок без газа (500 мл)","","ไทรโยค ไม่อัดลม (500 มล.)","","赛约无气矿泉水(500毫升)","","ساي يوك بدون غاز (500 مل)","","","Yes","Mineral Water","150","","","","","","","","","","","","","","","",""
"Sai Yok Still (750ml)","","Сай Йок без газа (750 мл)","","ไทรโยค ไม่อัดลม (750 มล.)","","赛约无气矿泉水(750毫升)","","ساي يوك بدون غاز (750 مل)","","","Yes","Mineral Water","180","","","","","","","","","","","","","","","",""
"Sai Yok Sparkling (500ml)","","Сай Йок с газом (500 мл)","","ไทรโยค อัดลม (500 มล.)","","赛约气泡水(500毫升)","","ساي يوك فوار (500 مل)","","","Yes","Mineral Water","150","","","","","","","","","","","","","","","",""
